PWGTP,AGEP,GASP,GRPIP,JWAP,JWDP,JWMNP,FER,HHL,HISPEED,JWTRNS,SCH,SCHL,SEX,state
57,13,130,0,0,0,0,0,1,1,0,3,9,1,05
36,34,3,0,76,34,15,2,1,1,1,1,17,2,05
50,35,3,0,82,43,2,0,1,1,1,1,21,1,05
42,4,3,0,0,0,0,0,1,1,0,2,2,2,05
58,80,300,0,0,0,0,0,1,2,0,1,16,1,05
74,80,300,0,87,47,5,0,1,2,1,1,16,2,05
113,73,90,0,0,0,0,0,1,0,0,1,21,2,05
57,80,90,0,0,0,0,0,1,0,0,1,11,1,05
128,57,3,0,0,0,0,0,1,1,11,1,19,2,05
121,51,3,0,96,55,10,0,1,1,1,1,19,1,05
118,73,120,0,0,0,0,0,1,1,0,1,19,2,05
74,77,120,0,0,0,0,0,1,1,0,1,18,1,05
81,44,3,0,94,49,30,2,1,1,1,1,20,2,05
124,46,3,0,61,17,30,0,1,1,1,1,17,1,05
34,8,3,0,0,0,0,0,1,1,0,2,4,1,05
63,48,3,0,100,58,15,0,1,1,1,1,19,1,05
42,48,3,0,256,139,8,2,1,1,1,1,18,2,05
89,14,3,0,0,0,0,0,1,1,0,2,11,1,05
46,28,20,0,0,0,0,2,1,1,0,1,19,2,05
48,8,20,0,0,0,0,0,1,1,0,2,5,2,05
47,5,20,0,0,0,0,0,1,1,0,2,2,2,05
87,2,20,0,0,0,0,0,1,1,0,0,0,1,05
40,83,100,0,0,0,0,0,1,1,0,1,21,2,05
41,84,100,0,0,0,0,0,1,1,0,1,19,1,05
31,50,120,0,94,49,34,2,1,1,1,1,21,2,05
37,50,120,0,0,0,0,0,1,1,11,1,21,1,05
71,84,3,0,113,73,5,0,1,1,1,1,21,2,05
138,32,1600,97,106,55,60,1,1,1,1,1,22,2,05
129,32,1600,97,78,37,10,0,1,1,1,1,16,1,05
57,2,1600,97,0,0,0,0,1,1,0,0,0,2,05
60,0,1600,97,0,0,0,0,1,1,0,0,0,1,05
52,84,3,0,100,52,45,0,1,2,1,1,21,2,05
38,82,3,0,0,0,0,0,1,2,0,1,22,1,05
297,80,130,0,0,0,0,0,1,0,0,1,19,1,05
409,7,130,0,0,0,0,0,1,0,0,2,3,1,05
179,4,130,0,0,0,0,0,1,0,0,2,2,1,05
78,59,3,0,89,49,5,0,1,1,1,1,19,2,05
110,57,3,0,65,22,20,0,1,1,1,1,24,1,05
111,31,3,0,95,55,5,0,1,1,1,1,20,1,05
85,79,3,0,0,0,0,0,1,1,0,1,16,2,05
24,62,3,0,0,0,0,0,1,1,0,1,16,1,05
38,60,3,0,0,0,0,0,1,1,0,1,16,2,05
47,85,3,0,0,0,0,0,1,1,0,1,16,2,05
203,50,3,0,0,0,0,0,1,0,0,1,17,1,05
118,50,3,0,0,0,0,2,1,0,0,1,17,2,05
307,67,20,0,0,0,0,0,1,1,0,1,21,1,05
296,64,20,0,0,0,0,0,1,1,0,1,20,2,05
101,45,290,0,0,0,0,0,1,2,0,1,16,1,05
91,45,290,0,123,73,55,2,1,2,1,1,16,2,05
117,74,3,101,0,0,0,0,1,1,0,1,18,1,05
69,64,3,0,0,0,0,0,1,1,0,1,21,1,05
51,53,3,0,84,43,10,0,1,1,12,1,21,2,05
431,41,60,91,178,109,3,2,1,1,1,1,19,2,05
270,19,60,91,0,0,0,2,1,1,0,2,14,2,05
203,17,60,91,0,0,0,0,1,1,0,2,13,1,05
262,13,60,91,0,0,0,0,1,1,0,2,9,1,05
36,68,3,0,0,0,0,0,1,1,0,1,18,1,05
45,67,3,0,0,0,0,0,1,1,0,1,19,2,05
319,52,80,0,0,0,0,0,1,1,11,1,24,1,05
232,28,80,0,0,0,0,0,1,1,11,1,19,1,05
94,42,1600,0,80,37,20,2,1,1,1,1,3,2,05
58,43,1600,0,100,49,60,0,1,1,1,1,17,1,05
101,11,1600,0,0,0,0,0,1,1,0,2,8,2,05
79,7,1600,0,0,0,0,0,1,1,0,2,4,1,05
59,79,10,0,0,0,0,0,1,1,0,1,21,1,05
58,75,10,0,0,0,0,0,1,1,0,1,20,2,05
29,82,3,0,0,0,0,0,1,2,0,1,16,2,05
134,32,40,0,0,0,0,2,1,1,11,1,20,2,05
141,37,40,0,82,31,60,0,1,1,1,1,15,1,05
151,12,40,0,0,0,0,0,1,1,0,2,8,1,05
150,10,40,0,0,0,0,0,1,1,0,2,6,1,05
35,57,40,0,99,58,10,0,1,2,1,1,21,2,05
44,61,40,0,94,52,15,0,1,2,1,1,19,1,05
501,59,150,0,0,0,0,0,1,1,0,1,18,2,05
470,57,150,0,76,31,30,0,1,1,1,1,16,1,05
82,47,3,0,181,108,25,0,1,1,1,1,16,1,05
151,42,3,0,82,40,15,2,1,1,1,1,16,2,05
71,40,80,0,103,58,30,0,1,1,1,1,20,1,05
65,16,80,0,0,0,0,2,1,1,0,2,14,2,05
66,20,3,20,73,31,15,2,2,1,1,1,16,2,05
89,19,3,20,82,37,30,0,2,1,1,1,18,1,05
52,81,3,0,0,0,0,0,1,1,0,1,18,1,05
61,82,3,0,0,0,0,0,1,1,0,1,20,2,05
79,60,3,80,0,0,0,0,1,0,0,1,1,1,05
148,25,3,58,189,113,10,0,2,0,1,1,16,1,05
75,75,3,0,0,0,0,0,1,0,0,1,16,1,05
95,48,240,0,0,0,0,2,1,1,11,1,21,2,05
94,25,240,0,95,55,9,2,1,1,1,1,21,2,05
51,79,80,0,0,0,0,0,1,1,0,1,22,1,05
54,78,80,0,0,0,0,0,1,1,0,1,21,2,05
103,56,3,101,0,0,0,0,1,2,0,1,15,2,05
38,63,90,19,0,0,0,0,1,1,0,1,1,1,05
64,63,90,19,0,0,0,0,1,1,0,1,16,1,05
83,75,3,0,96,53,20,0,1,0,1,1,16,2,05
70,54,70,0,75,31,28,0,1,1,1,1,16,1,05
40,29,70,0,64,19,30,2,1,1,1,1,15,2,05
37,5,70,0,0,0,0,0,1,1,0,2,1,2,05
66,53,50,0,92,45,40,0,1,1,1,1,16,2,05
24,56,50,0,83,34,50,0,1,1,1,1,16,1,05
46,24,50,0,101,34,144,0,1,1,1,2,19,1,05
199,51,250,0,70,19,60,0,1,2,1,1,1,1,05
161,48,250,0,47,13,5,2,1,2,1,1,17,2,05
33,48,20,0,100,55,30,0,1,0,1,1,16,1,05
33,55,20,0,0,0,0,0,1,0,0,1,17,2,05
116,33,40,0,81,40,10,0,1,1,1,1,19,1,05
120,36,40,0,0,0,0,2,1,1,0,1,19,2,05
109,9,40,0,0,0,0,0,1,1,0,2,6,1,05
10,49,290,0,0,0,0,2,1,2,0,1,17,2,05
12,58,290,0,94,49,30,0,1,2,1,1,17,1,05
23,20,290,0,74,29,32,2,1,2,1,1,16,2,05
16,54,3,31,0,0,0,0,1,1,0,1,16,2,05
12,76,3,0,0,0,0,0,1,0,0,1,10,1,05
11,0,3,0,0,0,0,0,1,0,0,0,0,2,05
194,61,3,0,0,0,0,0,1,2,0,1,20,2,05
92,61,3,0,0,0,0,0,1,2,0,1,17,1,05
11,93,230,0,0,0,0,0,1,0,0,1,15,2,05
53,51,3,0,0,0,0,0,1,1,0,1,20,2,05
43,50,3,0,82,41,10,0,1,1,1,1,16,1,05
34,17,3,0,222,130,10,2,1,1,1,2,14,2,05
285,32,3,50,90,49,10,0,1,1,1,1,19,1,05
22,71,3,0,0,0,0,0,1,1,0,1,18,1,05
18,73,3,0,0,0,0,0,1,1,0,1,16,2,05
104,69,3,0,87,45,15,0,1,1,1,1,16,2,05
199,40,3,0,0,0,0,0,1,1,0,1,20,1,05
57,65,50,0,0,0,0,0,1,1,0,1,19,1,05
57,68,50,0,0,0,0,0,1,1,0,1,17,2,05
29,58,20,0,95,49,35,0,1,1,1,1,23,1,05
26,59,20,0,0,0,0,0,1,1,0,1,16,2,05
132,67,3,51,97,55,15,0,1,1,1,1,19,2,05
148,42,3,51,0,0,0,0,1,1,0,1,18,1,05
223,33,30,24,98,53,30,0,1,2,1,1,16,1,05
247,30,30,24,31,5,45,2,1,2,1,1,18,2,05
312,9,30,24,0,0,0,0,1,2,0,2,5,2,05
201,4,30,24,0,0,0,0,1,2,0,1,1,2,05
65,88,3,0,0,0,0,0,1,1,0,1,13,2,05
74,67,100,0,94,55,3,0,1,2,1,1,21,1,05
406,60,200,0,88,43,30,0,1,2,1,1,16,2,05
133,53,20,0,94,43,60,0,1,2,1,1,16,1,05
263,53,20,0,0,0,0,0,1,2,0,1,20,2,05
36,46,4,0,73,31,17,2,1,1,1,1,16,2,05
61,46,4,0,80,37,20,0,1,1,1,1,16,1,05
120,56,30,0,91,49,15,0,1,1,1,1,16,1,05
188,21,30,0,0,0,0,2,1,1,0,1,16,2,05
145,19,30,0,0,0,0,0,1,1,0,1,16,1,05
42,65,3,27,0,0,0,0,1,1,0,1,19,1,05
70,56,3,0,75,31,25,0,1,1,1,1,22,1,05
49,57,3,0,0,0,0,0,1,1,0,1,21,2,05
25,44,3,0,0,0,0,2,1,1,0,1,22,2,05
29,48,3,0,140,88,20,0,1,1,1,1,19,1,05
39,20,3,0,0,0,0,0,1,1,0,2,19,1,05
22,18,3,0,79,37,15,2,1,1,1,2,19,2,05
14,78,3,0,0,0,0,0,1,2,0,1,18,1,05
151,31,3,0,84,37,40,0,1,2,1,1,19,1,05
98,65,3,0,0,0,0,0,1,2,0,1,16,2,05
48,65,3,0,0,0,0,0,1,2,0,1,16,1,05
163,46,130,25,92,52,7,2,1,1,1,1,19,2,05
31,80,50,0,0,0,0,0,1,0,0,1,16,2,05
57,51,3,0,86,37,50,0,1,1,1,1,22,2,05
50,53,3,0,87,39,45,0,1,1,1,1,21,1,05
125,23,3,0,90,43,40,2,1,1,1,1,21,2,05
154,28,3,22,109,67,15,1,1,0,1,2,21,2,05
177,27,3,22,91,49,15,0,1,0,1,1,22,1,05
135,0,3,22,0,0,0,0,1,0,0,0,0,1,05
139,40,70,0,85,38,40,0,1,1,1,1,12,1,05
118,45,70,0,178,106,30,2,1,1,1,1,21,2,05
127,43,3,0,91,46,30,2,1,1,1,1,16,2,05
151,50,3,0,88,31,90,0,1,1,1,1,21,1,05
236,13,3,0,0,0,0,0,1,1,0,2,11,1,05
245,43,150,0,0,0,0,2,1,2,0,1,16,2,05
186,55,150,0,86,43,20,0,1,2,1,1,16,1,05
141,17,150,0,186,112,12,0,1,2,1,2,14,1,05
140,16,150,0,190,114,12,0,1,2,1,2,13,1,05
15,50,3,61,88,49,2,2,1,2,1,1,16,2,05
18,15,3,61,0,0,0,0,1,2,0,2,11,1,05
112,49,3,0,112,61,60,0,4,1,1,1,21,1,05
103,48,3,0,224,131,5,2,4,1,1,1,21,2,05
80,25,3,0,92,52,5,2,4,1,1,1,21,2,05
69,13,3,0,0,0,0,0,4,1,0,1,10,2,05
42,61,3,0,0,0,0,0,1,1,0,1,19,2,05
100,63,3,0,0,0,0,0,1,1,0,1,16,1,05
129,16,3,0,0,0,0,0,1,1,0,2,12,1,05
163,40,3,13,122,79,20,0,4,1,1,1,21,1,05
153,34,3,13,0,0,0,2,4,1,0,1,21,2,05
136,11,3,13,0,0,0,0,4,1,0,2,9,1,05
178,5,3,13,0,0,0,0,4,1,0,2,3,2,05
50,42,300,42,130,67,144,2,1,1,1,1,18,2,05
54,43,300,42,118,67,60,0,1,1,1,1,15,1,05
48,15,300,42,0,0,0,2,1,1,0,3,12,2,05
63,13,300,42,0,0,0,0,1,1,0,3,10,1,05
144,37,3,36,81,39,15,2,1,1,1,1,18,2,05
126,27,50,0,92,53,4,1,1,1,1,1,16,2,05
100,28,50,0,196,115,30,0,1,1,1,1,16,1,05
95,0,50,0,0,0,0,0,1,1,0,0,0,2,05
164,66,50,0,0,0,0,0,1,1,0,1,15,1,05
40,60,1600,0,0,0,0,0,1,1,0,1,13,2,05
44,62,1600,0,77,31,35,0,1,1,1,1,14,1,05
71,41,1600,0,0,0,0,2,1,1,0,1,18,2,05
41,32,3,0,49,13,15,0,1,2,1,1,20,1,05
100,28,3,0,83,37,35,2,1,2,1,2,22,2,05
40,6,3,0,0,0,0,0,1,2,0,2,3,2,05
42,2,3,0,0,0,0,0,1,2,0,0,0,2,05
40,2,3,0,0,0,0,0,1,2,0,0,0,2,05
15,72,80,0,80,37,20,0,1,2,1,1,18,1,05
10,62,80,0,86,43,20,0,1,2,1,1,16,2,05
128,67,20,0,0,0,0,0,1,2,0,1,14,2,05
16,58,500,0,89,46,20,0,1,1,1,1,20,1,05
9,68,500,0,0,0,0,0,1,1,0,1,13,2,05
15,74,70,0,0,0,0,0,1,2,0,1,19,2,05
43,85,3,0,0,0,0,0,1,2,11,1,16,1,05
46,87,3,0,0,0,0,0,1,2,0,1,19,2,05
30,83,90,0,67,25,15,0,1,1,1,1,19,1,05
28,79,90,0,98,55,20,0,1,1,1,1,19,2,05
98,69,80,0,0,0,0,0,1,1,0,1,19,1,05
111,25,180,0,88,43,30,0,1,1,1,1,21,1,05
107,25,180,0,76,36,8,2,1,1,1,1,21,2,05
285,41,3,12,100,55,30,0,1,1,1,1,19,1,05
5,72,50,0,0,0,0,0,1,1,0,1,16,1,05
26,34,50,0,94,55,4,0,1,1,1,1,16,1,05
69,53,200,9,0,0,0,0,1,2,11,1,20,2,05
70,55,200,9,268,143,30,0,1,2,1,1,21,1,05
162,29,200,9,0,0,0,2,1,2,11,1,22,2,05
107,15,200,9,0,0,0,2,1,2,0,2,12,2,05
87,74,210,0,0,0,0,0,1,1,0,1,21,2,05
57,75,210,0,0,0,0,0,1,1,0,1,21,1,05
72,58,3,0,96,55,10,0,1,1,1,1,21,2,05
60,71,3,0,0,0,0,0,1,1,0,1,21,1,05
76,84,3,0,0,0,0,0,1,1,0,1,19,1,05
43,93,3,0,0,0,0,0,1,0,0,2,22,1,05
46,87,3,0,0,0,0,0,1,0,0,1,14,2,05
106,25,3,0,66,19,43,0,1,1,1,1,21,1,05
253,40,150,0,0,0,0,0,1,1,11,1,16,1,05
345,28,150,0,86,43,20,2,1,1,1,1,16,2,05
30,45,3,8,95,55,7,0,3,1,1,1,20,1,05
16,42,3,8,94,53,10,2,3,1,1,1,21,2,05
36,0,3,8,0,0,0,0,3,1,0,0,0,2,05
62,28,70,0,93,53,6,2,1,1,1,1,18,2,05
64,30,70,0,15,3,6,0,1,1,1,1,16,1,05
116,8,70,0,0,0,0,0,1,1,0,2,6,1,05
116,4,70,0,0,0,0,0,1,1,0,2,2,1,05
42,84,40,0,0,0,0,0,1,1,0,1,21,1,05
36,83,40,0,0,0,0,0,1,1,0,1,16,2,05
44,54,130,0,95,55,5,0,1,1,1,1,18,2,05
37,16,130,0,0,0,0,2,1,1,0,2,13,2,05
37,28,3,13,205,121,15,0,1,1,1,1,21,1,05
98,0,3,13,0,0,0,0,1,1,0,0,0,1,05
174,34,3,17,100,58,15,2,1,1,1,1,22,2,05
28,69,130,0,0,0,0,0,1,1,0,1,19,1,05
38,65,130,0,0,0,0,0,1,1,0,1,21,2,05
99,22,80,101,85,46,4,2,1,1,1,3,16,2,05
437,30,3,37,0,0,0,0,1,1,0,1,16,1,05
137,27,3,27,0,0,0,2,2,0,11,1,14,2,05
132,6,3,27,0,0,0,0,2,0,0,1,3,1,05
115,4,3,27,0,0,0,0,2,0,0,1,1,1,05
104,3,3,27,0,0,0,0,2,0,0,1,1,2,05
117,48,3,27,97,55,15,2,2,0,12,1,16,2,05
30,43,3,0,0,0,0,0,1,1,11,1,21,1,05
30,45,3,0,0,0,0,0,1,1,11,1,16,1,05
431,21,3,15,94,53,10,2,2,0,1,2,19,2,05
457,22,3,15,106,61,30,2,2,0,1,2,19,2,05
66,56,120,0,79,31,45,0,2,1,1,1,22,1,05
50,34,120,0,82,40,15,2,2,1,1,1,19,2,05
71,37,3,0,88,43,30,2,1,1,1,1,19,2,05
87,36,3,0,93,49,25,0,1,1,1,1,20,1,05
61,7,3,0,0,0,0,0,1,1,0,2,4,2,05
77,2,3,0,0,0,0,0,1,1,0,0,0,2,05
20,73,40,44,0,0,0,0,1,2,0,1,19,1,05
6,45,40,44,0,0,0,0,1,2,0,1,12,1,05
28,48,40,44,0,0,0,2,1,2,0,1,16,2,05
86,36,180,0,92,49,20,2,1,2,1,1,20,2,05
78,39,180,0,74,31,20,0,1,2,1,1,13,1,05
131,14,180,0,0,0,0,0,1,2,0,2,11,2,05
95,11,180,0,0,0,0,0,1,2,0,2,7,1,05
64,58,80,0,0,0,0,0,1,2,0,1,20,2,05
39,83,80,0,0,0,0,0,1,2,0,1,16,2,05
20,58,3,0,96,55,10,0,1,1,1,1,16,1,05
23,52,3,0,97,55,15,0,1,1,1,1,19,1,05
33,8,3,0,0,0,0,0,1,1,0,2,5,2,05
35,5,3,0,0,0,0,0,1,1,0,2,2,2,05
178,65,100,0,245,136,5,0,1,0,1,1,12,1,05
139,47,100,0,0,0,0,2,1,0,0,1,19,2,05
102,33,3,0,74,31,20,0,1,2,1,1,16,1,05
66,30,3,0,97,55,15,2,1,2,1,1,17,2,05
52,16,3,0,0,0,0,2,1,2,0,2,13,2,05
72,7,3,0,0,0,0,0,1,2,0,2,4,1,05
106,3,3,0,0,0,0,0,1,2,0,3,1,2,05
375,32,3,31,85,43,15,0,1,1,1,1,17,1,05
30,37,60,0,76,31,30,0,1,1,1,1,12,1,05
36,35,60,0,73,25,45,2,1,1,1,1,16,2,05
34,14,60,0,0,0,0,0,1,1,0,2,11,2,05
34,8,60,0,0,0,0,0,1,1,0,1,4,2,05
39,57,3,32,0,0,0,0,1,1,0,1,16,2,05
31,31,3,43,82,41,10,2,1,2,1,1,19,2,05
117,5,3,43,0,0,0,0,1,2,0,2,2,1,05
183,69,130,0,0,0,0,0,1,1,0,1,14,2,05
230,61,130,0,0,0,0,0,1,1,0,1,16,1,05
68,62,200,0,0,0,0,0,1,1,0,1,23,2,05
63,62,200,0,0,0,0,0,1,1,0,1,23,1,05
129,6,200,0,0,0,0,0,1,1,0,2,3,1,05
382,53,3,0,0,0,0,0,1,1,0,1,11,2,05
209,27,3,0,0,0,0,0,1,1,0,1,17,1,05
63,22,3,23,38,7,20,0,4,2,1,2,20,1,05
51,17,3,23,0,0,0,2,4,2,0,2,14,2,05
68,62,3,23,0,0,0,0,4,2,0,1,1,1,05
69,55,3,23,0,0,0,0,4,2,0,1,1,2,05
19,63,20,0,0,0,0,0,1,2,0,1,18,2,05
16,25,3,61,48,10,40,2,1,1,1,1,18,2,05
33,26,3,61,99,58,10,0,1,1,1,1,16,1,05
21,4,3,61,0,0,0,0,1,1,0,2,2,1,05
19,3,3,61,0,0,0,0,1,1,0,2,2,1,05
70,38,3,0,0,0,0,2,1,2,0,1,16,2,05
66,7,3,0,0,0,0,0,1,2,0,2,4,2,05
93,29,3,0,106,61,30,2,1,2,1,1,19,2,05
154,5,3,0,0,0,0,0,1,2,0,1,1,2,05
46,55,300,0,0,0,0,0,1,1,0,1,21,2,05
32,53,300,0,85,43,15,0,1,1,1,1,21,1,05
33,23,10,101,83,37,35,2,4,1,1,1,21,2,05
124,58,20,0,85,46,4,0,1,1,1,1,19,1,05
126,52,20,0,166,100,30,0,1,1,1,1,18,2,05
74,34,20,0,85,46,4,0,1,1,1,1,16,1,05
76,59,110,0,99,55,25,0,1,1,1,1,19,1,05
71,58,110,0,118,79,2,0,1,1,1,1,19,2,05
81,63,3,0,0,0,0,0,1,0,0,1,15,2,05
87,60,3,0,0,0,0,0,1,0,0,1,17,1,05
14,65,3,0,77,37,8,0,1,1,1,1,12,2,05
14,68,3,0,0,0,0,0,1,1,0,1,16,1,05
112,80,90,0,0,0,0,0,1,1,0,1,22,1,05
123,75,90,0,50,14,5,0,1,1,1,1,16,2,05
23,76,3,0,0,0,0,0,1,0,0,1,12,2,05
49,25,3,0,52,13,30,2,1,0,1,1,8,2,05
25,9,3,0,0,0,0,0,1,0,0,2,4,1,05
75,62,100,0,78,31,40,0,1,2,1,1,18,1,05
65,67,100,0,0,0,0,0,1,2,0,1,18,2,05
46,28,100,0,0,0,0,0,1,2,0,1,18,1,05
87,52,3,0,107,64,20,0,1,1,1,1,16,1,05
382,51,3,0,0,0,0,0,1,1,11,1,22,2,05
581,17,3,0,56,16,20,0,1,1,1,1,19,1,05
74,42,30,0,91,46,30,0,1,1,1,1,21,1,05
84,40,30,0,91,52,3,2,1,1,1,1,22,2,05
91,13,30,0,0,0,0,0,1,1,0,2,10,1,05
128,8,30,0,0,0,0,0,1,1,0,2,5,2,05
64,38,90,23,80,37,20,2,1,1,1,1,19,2,05
128,39,90,23,85,43,15,0,1,1,1,1,19,1,05
58,12,90,23,0,0,0,0,1,1,0,2,9,2,05
59,11,90,23,0,0,0,0,1,1,0,2,8,2,05
49,47,3,0,64,19,30,0,1,2,1,1,17,1,05
57,35,3,0,84,43,10,2,1,2,1,1,19,2,05
37,15,3,0,0,0,0,2,1,2,0,2,12,2,05
72,36,20,0,0,0,0,2,1,1,0,1,16,2,05
88,35,20,0,88,48,7,0,1,1,1,1,21,1,05
50,53,20,0,90,51,4,0,1,1,1,1,16,2,05
101,38,180,0,84,43,12,0,1,0,1,1,21,1,05
87,40,180,0,0,0,0,2,1,0,0,1,19,2,05
78,14,180,0,0,0,0,0,1,0,0,2,10,1,05
78,10,180,0,0,0,0,0,1,0,0,2,7,1,05
70,66,130,0,203,121,5,0,1,1,1,1,16,2,05
79,34,130,0,0,0,0,2,1,1,0,1,15,2,05
85,72,180,0,0,0,0,0,1,1,0,1,20,2,05
253,26,3,30,191,115,5,2,1,1,1,1,19,2,05
306,14,3,30,0,0,0,0,1,1,0,2,10,2,05
159,50,3,30,96,55,10,2,1,1,1,1,19,2,05
92,68,100,0,100,55,30,0,1,2,1,1,20,1,05
114,65,100,0,92,49,20,0,1,2,1,1,21,2,05
93,53,50,0,80,37,20,0,1,1,1,1,20,1,05
332,35,3,0,0,0,0,2,1,1,0,1,16,2,05
559,3,3,0,0,0,0,0,1,1,0,1,1,2,05
559,3,3,0,0,0,0,0,1,1,0,2,2,2,05
24,34,120,0,84,43,12,2,1,1,1,1,20,2,05
32,39,120,0,0,0,0,0,1,1,0,1,16,1,05
24,16,120,0,0,0,0,0,1,1,0,2,12,1,05
43,2,120,0,0,0,0,0,1,1,0,0,0,2,05
156,24,3,32,86,43,20,0,1,1,1,1,21,1,05
128,68,3,0,0,0,0,0,1,1,0,1,20,2,05
190,39,3,0,85,40,30,2,1,1,1,1,22,2,05
144,85,3,0,0,0,0,0,1,0,0,1,12,1,05
124,84,3,0,0,0,0,0,1,0,0,1,16,2,05
39,68,170,20,0,0,0,0,1,1,0,1,16,2,05
75,45,170,20,0,0,0,0,1,1,0,1,16,1,05
59,87,3,0,0,0,0,0,1,2,0,1,13,1,05
37,86,3,0,0,0,0,0,1,2,0,1,16,2,05
49,40,500,0,88,43,30,2,1,1,1,1,18,2,05
85,42,500,0,71,31,5,0,1,1,1,1,16,1,05
44,15,500,0,0,0,0,0,1,1,0,2,13,1,05
31,53,60,14,0,0,0,0,1,1,0,1,16,2,05
21,50,60,14,0,0,0,2,1,1,0,1,16,2,05
218,42,3,0,64,19,30,0,1,1,1,1,16,1,05
194,39,3,0,82,37,30,2,1,1,1,1,16,2,05
259,18,3,0,196,115,30,0,1,1,1,2,16,1,05
88,16,3,0,0,0,0,2,1,1,0,2,13,2,05
284,35,20,0,97,55,15,2,1,1,1,1,20,2,05
260,32,20,0,75,34,10,0,1,1,1,1,16,1,05
264,1,20,0,0,0,0,0,1,1,0,0,0,1,05
200,38,3,22,83,43,5,0,1,1,1,1,20,1,05
187,48,3,0,92,49,20,0,1,0,1,1,16,1,05
498,32,3,0,0,0,0,2,1,0,0,1,19,2,05
135,53,3,0,0,0,0,0,1,2,0,1,18,2,05
258,31,3,0,0,0,0,0,1,2,0,1,16,1,05
153,25,3,0,0,0,0,1,1,2,0,2,19,2,05
217,14,3,0,0,0,0,0,1,2,0,2,10,1,05
216,12,3,0,0,0,0,0,1,2,0,2,8,1,05
132,0,3,0,0,0,0,0,1,2,0,0,0,2,05
228,34,300,0,0,0,0,0,1,1,0,1,19,1,05
252,33,300,0,0,0,0,2,1,1,0,1,18,2,05
245,17,300,0,125,82,5,2,1,1,1,2,13,2,05
198,8,300,0,0,0,0,0,1,1,0,2,5,1,05
254,8,300,0,0,0,0,0,1,1,0,2,5,2,05
83,93,80,0,0,0,0,0,1,1,11,1,22,1,05
65,72,80,0,0,0,0,0,1,1,0,1,21,2,05
60,53,3,0,62,18,30,0,1,1,1,1,18,2,05
78,45,3,0,222,126,50,0,1,1,1,1,16,1,05
74,27,3,0,144,88,40,0,1,1,1,1,20,1,05
80,39,3,0,0,0,0,2,2,1,11,1,20,2,05
67,43,3,0,61,17,30,0,2,1,1,1,16,1,05
31,13,3,0,0,0,0,0,2,1,0,2,10,2,05
41,6,3,0,0,0,0,0,2,1,0,2,2,1,05
230,68,3,0,0,0,0,0,1,1,0,1,16,1,05
102,72,3,19,75,32,23,0,2,1,1,1,19,2,05
128,67,3,0,0,0,0,0,1,1,0,1,16,1,05
126,61,3,0,0,0,0,0,1,1,0,1,22,2,05
8,63,90,0,0,0,0,0,1,1,11,1,11,2,05
11,61,90,0,0,0,0,0,1,1,11,1,16,1,05
42,23,3,18,67,19,45,0,1,0,1,1,21,1,05
64,68,90,29,0,0,0,0,1,0,0,1,13,2,05
148,29,3,36,0,0,0,2,1,1,0,1,19,2,05
230,42,3,36,105,66,3,0,1,1,1,1,12,1,05
188,7,3,36,0,0,0,0,1,1,0,2,1,1,05
178,3,3,36,0,0,0,0,1,1,0,1,1,1,05
41,72,3,0,0,0,0,0,1,2,0,1,15,1,05
39,69,3,0,0,0,0,0,1,2,0,1,16,2,05
63,70,60,0,0,0,0,0,1,1,0,1,22,2,05
105,65,50,0,92,53,1,0,1,1,1,1,16,1,05
107,62,50,0,82,43,3,0,1,1,1,1,16,2,05
119,54,50,0,0,0,0,0,2,1,0,1,19,1,05
135,53,50,0,84,43,10,0,2,1,1,1,19,2,05
89,42,10,0,85,42,20,2,1,1,1,1,22,2,05
76,46,10,0,107,67,7,0,1,1,1,1,24,1,05
77,11,10,0,0,0,0,0,1,1,0,2,8,2,05
94,7,10,0,0,0,0,0,1,1,0,2,4,1,05
82,59,30,0,82,40,15,0,1,1,1,1,12,1,05
77,59,30,0,82,40,15,0,1,1,1,1,19,2,05
193,32,3,58,172,106,3,0,1,1,1,1,16,1,05
181,35,3,58,0,0,0,2,1,1,0,1,17,2,05
258,19,3,58,0,0,0,0,1,1,0,2,14,1,05
179,58,3,0,0,0,0,0,1,2,0,1,18,1,05
103,42,3,0,94,47,40,2,1,1,1,1,22,2,05
88,46,3,0,82,19,144,0,1,1,1,1,21,1,05
63,18,3,0,191,115,5,2,1,1,1,2,15,2,05
84,17,3,0,83,43,5,2,1,1,1,2,14,2,05
225,70,40,0,0,0,0,0,1,1,0,1,20,2,05
251,64,40,0,97,55,15,0,1,1,1,1,20,2,05
124,31,3,46,86,43,20,0,1,2,1,1,16,1,05
174,0,3,46,0,0,0,0,1,2,0,0,0,1,05
186,30,3,46,0,0,0,1,1,2,0,1,20,2,05
95,43,50,36,0,0,0,2,1,2,0,1,17,2,05
141,44,50,36,0,0,0,0,1,2,0,1,16,1,05
53,62,3,0,0,0,0,0,1,1,0,1,22,1,05
57,57,3,0,86,43,20,0,1,1,1,1,21,2,05
12,48,60,0,79,31,45,0,1,1,1,1,20,1,05
14,47,60,0,76,31,30,2,1,1,1,2,20,2,05
68,79,100,0,112,61,60,0,1,0,1,1,12,1,05
70,67,3,0,0,0,0,0,1,1,0,1,16,2,05
80,76,3,0,0,0,0,0,1,1,0,1,18,1,05
128,88,3,0,0,0,0,0,1,1,0,1,15,2,05
52,60,30,17,58,17,15,0,2,1,1,1,16,1,05
